ID,Code,Score
sp|P31946|1433B_HUMAN,21-10-19,0.8945034742355347
sp|P31946|1433B_HUMAN,20-10-19,0.8912891149520874
sp|P31946|1433B_HUMAN,20-8-14,0.8909704089164734
sp|P31946|1433B_HUMAN,20-11-15,0.8898258805274963
sp|P31946|1433B_HUMAN,21-7-18,0.8888798952102661
sp|P31946|1433B_HUMAN,0-3-1,0.8886026740074158
sp|P31946|1433B_HUMAN,1-16-0,0.8883161544799805
sp|P31946|1433B_HUMAN,21-8-14,0.8877813816070557
sp|P31946|1433B_HUMAN,22-10-17,0.8874963521957397
sp|P31946|1433B_HUMAN,22-7-17,0.8874685168266296
sp|P31946|1433B_HUMAN,21-11-17,0.8874014019966125
sp|P31946|1433B_HUMAN,3-0-1,0.8869538903236389
sp|P31946|1433B_HUMAN,19-11-17,0.8869014978408813
sp|P31946|1433B_HUMAN,22-8-19,0.8866738080978394
sp|P31946|1433B_HUMAN,19-11-15,0.8859226703643799
sp|P31946|1433B_HUMAN,22-10-16,0.8854711055755615
sp|P31946|1433B_HUMAN,21-11-16,0.8838784694671631
sp|P31946|1433B_HUMAN,1-11-0,0.8834913372993469
sp|P31946|1433B_HUMAN,0-18-0,0.8829421997070312
sp|P31946|1433B_HUMAN,22-7-18,0.8815383911132812
sp|P31946|1433B_HUMAN,20-8-19,0.8811682462692261
sp|P31946|1433B_HUMAN,0-10-0,0.8798230290412903
sp|P31946|1433B_HUMAN,1-1-2,0.8796702027320862
sp|P31946|1433B_HUMAN,22-9-19,0.8791151642799377
sp|P31946|1433B_HUMAN,21-10-14,0.8781173229217529
sp|P31946|1433B_HUMAN,1-5-0,0.8770238161087036
sp|P31946|1433B_HUMAN,2-13-0,0.8765093088150024
sp|P31946|1433B_HUMAN,2-14-0,0.8762032389640808
sp|P31946|1433B_HUMAN,20-11-18,0.8754673600196838
sp|P31946|1433B_HUMAN,3-1-1,0.8746845126152039
sp|P31946|1433B_HUMAN,21-9-20,0.873449981212616
sp|P31946|1433B_HUMAN,19-8-18,0.8734277486801147
sp|P31946|1433B_HUMAN,22-7-16,0.8727635145187378
sp|P31946|1433B_HUMAN,20-7-16,0.8718255162239075
sp|P31946|1433B_HUMAN,2-12-0,0.8701284527778625
sp|P31946|1433B_HUMAN,20-7-17,0.8687989115715027
sp|P31946|1433B_HUMAN,18-10-14,0.8682745695114136
sp|P31946|1433B_HUMAN,0-14-1,0.8661126494407654
sp|P31946|1433B_HUMAN,21-7-15,0.8659263253211975
sp|P31946|1433B_HUMAN,22-10-18,0.8653583526611328
sp|P31946|1433B_HUMAN,2-15-0,0.8650979399681091
sp|P31946|1433B_HUMAN,1-17-0,0.8648099899291992
sp|P31946|1433B_HUMAN,0-0-3,0.8641800880432129
sp|P31946|1433B_HUMAN,2-2-1,0.8637256026268005
sp|P31946|1433B_HUMAN,0-13-1,0.8635761737823486
sp|P31946|1433B_HUMAN,21-8-20,0.8615894913673401
sp|P31946|1433B_HUMAN,0-15-1,0.8614274263381958
sp|P31946|1433B_HUMAN,21-11-18,0.8609170317649841
sp|P31946|1433B_HUMAN,18-9-14,0.860831081867218
sp|P31946|1433B_HUMAN,18-8-16,0.8607317209243774
sp|P31946|1433B_HUMAN,1-10-0,0.8599098920822144
sp|P31946|1433B_HUMAN,0-6-21,0.8581917881965637
sp|P31946|1433B_HUMAN,2-11-0,0.8571315407752991
sp|P31946|1433B_HUMAN,0-7-21,0.8563673496246338
sp|P31946|1433B_HUMAN,18-11-16,0.8563082814216614
sp|P31946|1433B_HUMAN,4-2-0,0.8558772206306458
sp|P31946|1433B_HUMAN,0-19-0,0.8557614684104919
sp|P31946|1433B_HUMAN,0-9-0,0.8545915484428406
sp|P31946|1433B_HUMAN,19-8-14,0.8528789281845093
sp|P31946|1433B_HUMAN,19-9-19,0.8524795174598694
sp|P31946|1433B_HUMAN,0-6-0,0.8522118926048279
sp|P31946|1433B_HUMAN,3-4-0,0.852150559425354
sp|P31946|1433B_HUMAN,1-3-1,0.8518045544624329
sp|P31946|1433B_HUMAN,0-7-22,0.8515064716339111
sp|P31946|1433B_HUMAN,22-10-15,0.8510946035385132
sp|P31946|1433B_HUMAN,0-6-22,0.8502600789070129
sp|P31946|1433B_HUMAN,0-12-1,0.849761426448822
sp|P31946|1433B_HUMAN,21-11-15,0.8488433957099915
sp|P31946|1433B_HUMAN,18-9-18,0.8478336334228516
sp|P31946|1433B_HUMAN,4-3-0,0.8478087186813354
sp|P31946|1433B_HUMAN,22-7-19,0.8473819494247437
sp|P31946|1433B_HUMAN,17-10-16,0.8473732471466064
sp|P31946|1433B_HUMAN,2-0-2,0.846823513507843
sp|P31946|1433B_HUMAN,19-11-18,0.8466810584068298
sp|P31946|1433B_HUMAN,21-7-19,0.8456418514251709
sp|P31946|1433B_HUMAN,18-10-18,0.8456157445907593
sp|P31946|1433B_HUMAN,18-8-17,0.8454036712646484
sp|P31946|1433B_HUMAN,20-7-15,0.8451400995254517
sp|P31946|1433B_HUMAN,19-10-19,0.844733715057373
sp|P31946|1433B_HUMAN,0-2-2,0.8444759249687195
sp|P31946|1433B_HUMAN,17-9-16,0.8443665504455566
sp|P31946|1433B_HUMAN,2-5-0,0.8435804843902588
sp|P31946|1433B_HUMAN,18-11-15,0.8431450128555298
sp|P31946|1433B_HUMAN,18-8-15,0.8419758677482605
sp|P31946|1433B_HUMAN,20-9-20,0.8411922454833984
sp|P31946|1433B_HUMAN,0-16-1,0.8403099179267883
sp|P31946|1433B_HUMAN,2-10-0,0.8394740223884583
sp|P31946|1433B_HUMAN,1-9-0,0.8393794894218445
sp|P31946|1433B_HUMAN,19-11-14,0.8390003442764282
sp|P31946|1433B_HUMAN,20-11-14,0.8384745121002197
sp|P31946|1433B_HUMAN,1-6-0,0.8379703760147095
sp|P31946|1433B_HUMAN,20-7-18,0.8379600048065186
sp|P31946|1433B_HUMAN,2-16-0,0.8374138474464417
sp|P31946|1433B_HUMAN,0-6-23,0.8372715711593628
sp|P31946|1433B_HUMAN,0-6-20,0.8369258642196655
sp|P31946|1433B_HUMAN,3-12-0,0.8362037539482117
sp|P31946|1433B_HUMAN,18-11-17,0.8355501890182495
sp|P31946|1433B_HUMAN,0-4-1,0.8353911638259888
sp|P31946|1433B_HUMAN,0-8-0,0.8347683548927307
sp|P31946|1433B_HUMAN,17-10-15,0.8345150947570801
sp|P31946|1433B_HUMAN,22-7-15,0.8343035578727722
sp|P31946|1433B_HUMAN,22-8-14,0.83417809009552
sp|P31946|1433B_HUMAN,0-7-0,0.8334919810295105
sp|P31946|1433B_HUMAN,22-9-14,0.8333483338356018
sp|P31946|1433B_HUMAN,3-13-0,0.8319553732872009
sp|P31946|1433B_HUMAN,21-10-20,0.8311663866043091
sp|P31946|1433B_HUMAN,5-0-0,0.8310046195983887
sp|P31946|1433B_HUMAN,1-18-0,0.8305532932281494
sp|P31946|1433B_HUMAN,22-8-20,0.8285700082778931
sp|P31946|1433B_HUMAN,20-9-13,0.8280932903289795
sp|P31946|1433B_HUMAN,0-20-0,0.8273791074752808
sp|P31946|1433B_HUMAN,17-9-15,0.8273165225982666
sp|P31946|1433B_HUMAN,0-7-20,0.8251279592514038
sp|P31946|1433B_HUMAN,1-8-0,0.8249568939208984
sp|P31946|1433B_HUMAN,5-1-0,0.8234896063804626
sp|P31946|1433B_HUMAN,1-7-0,0.823453962802887
sp|P31946|1433B_HUMAN,20-10-20,0.8224004507064819
sp|P31946|1433B_HUMAN,3-11-0,0.8222002983093262
sp|P31946|1433B_HUMAN,1-14-1,0.8215537071228027
sp|P31946|1433B_HUMAN,20-10-13,0.82120680809021
sp|P31946|1433B_HUMAN,0-7-23,0.8208809494972229
sp|P31946|1433B_HUMAN,19-10-13,0.8204212784767151
sp|P31946|1433B_HUMAN,22-10-19,0.8197101354598999
sp|P31946|1433B_HUMAN,2-1-2,0.8180343508720398
sp|P31946|1433B_HUMAN,19-7-16,0.8174934387207031
sp|P31946|1433B_HUMAN,1-13-1,0.8174141645431519
sp|P31946|1433B_HUMAN,3-14-0,0.8164840936660767
sp|P31946|1433B_HUMAN,2-9-0,0.8163537383079529
sp|P31946|1433B_HUMAN,22-9-20,0.8159640431404114
sp|P31946|1433B_HUMAN,17-10-17,0.8158280849456787
sp|P31946|1433B_HUMAN,0-11-1,0.8157520294189453
sp|P31946|1433B_HUMAN,0-17-1,0.8144465684890747
sp|P31946|1433B_HUMAN,17-9-17,0.8139638900756836
sp|P31946|1433B_HUMAN,20-11-19,0.8137253522872925
sp|P31946|1433B_HUMAN,19-9-13,0.8129094839096069
sp|P31946|1433B_HUMAN,2-6-0,0.8117496371269226
sp|P31946|1433B_HUMAN,23-8-17,0.8103278875350952
sp|P31946|1433B_HUMAN,1-15-1,0.809571385383606
sp|P31946|1433B_HUMAN,0-5-21,0.80857253074646
sp|P31946|1433B_HUMAN,19-7-17,0.8075611591339111
sp|P31946|1433B_HUMAN,19-8-19,0.8061847686767578
sp|P31946|1433B_HUMAN,23-8-16,0.804200291633606
sp|P31946|1433B_HUMAN,21-7-14,0.8007360696792603
sp|P31946|1433B_HUMAN,20-8-20,0.8002249002456665
sp|P31946|1433B_HUMAN,5-3-0,0.8001117706298828
sp|P31946|1433B_HUMAN,2-8-0,0.7997073531150818
sp|P31946|1433B_HUMAN,0-5-22,0.7993159890174866
sp|P31946|1433B_HUMAN,3-10-0,0.7991629242897034
sp|P31946|1433B_HUMAN,1-12-1,0.7988823652267456
sp|P31946|1433B_HUMAN,0-21-0,0.7987890243530273
sp|P31946|1433B_HUMAN,21-11-19,0.7980594635009766
sp|P31946|1433B_HUMAN,3-5-0,0.7973965406417847
sp|P31946|1433B_HUMAN,5-2-0,0.7970591187477112
sp|P31946|1433B_HUMAN,4-0-1,0.7968088388442993
sp|P31946|1433B_HUMAN,21-9-13,0.7965847253799438
sp|P31946|1433B_HUMAN,2-7-0,0.7964382767677307
sp|P31946|1433B_HUMAN,0-6-24,0.7953868508338928
sp|P31946|1433B_HUMAN,4-4-0,0.7935135960578918
sp|P31946|1433B_HUMAN,2-17-0,0.7933418154716492
sp|P31946|1433B_HUMAN,3-15-0,0.7931694984436035
sp|P31946|1433B_HUMAN,18-8-18,0.7912454605102539
sp|P31946|1433B_HUMAN,18-11-14,0.7903562188148499
sp|P31946|1433B_HUMAN,16-7-0,0.7891398072242737
sp|P31946|1433B_HUMAN,23-8-18,0.7890933752059937
sp|P31946|1433B_HUMAN,19-7-15,0.789047360420227
sp|P31946|1433B_HUMAN,17-7-0,0.7887903451919556
sp|P31946|1433B_HUMAN,0-5-20,0.7877460718154907
sp|P31946|1433B_HUMAN,0-18-1,0.7866479158401489
sp|P31946|1433B_HUMAN,1-16-1,0.7857015132904053
sp|P31946|1433B_HUMAN,2-3-1,0.7847229242324829
sp|P31946|1433B_HUMAN,1-19-0,0.7839497327804565
sp|P31946|1433B_HUMAN,1-4-1,0.783757209777832
sp|P31946|1433B_HUMAN,1-2-2,0.7837264537811279
sp|P31946|1433B_HUMAN,0-1-3,0.7835801839828491
sp|P31946|1433B_HUMAN,15-7-0,0.7822630405426025
sp|P31946|1433B_HUMAN,0-8-21,0.7818189859390259
sp|P31946|1433B_HUMAN,3-2-1,0.7816535830497742
sp|P31946|1433B_HUMAN,16-6-0,0.7812729477882385
sp|P31946|1433B_HUMAN,1-0-3,0.7809966206550598
sp|P31946|1433B_HUMAN,0-5-23,0.7809179425239563
sp|P31946|1433B_HUMAN,17-6-0,0.77960604429245
sp|P31946|1433B_HUMAN,21-11-14,0.7769401669502258
sp|P31946|1433B_HUMAN,18-7-0,0.7769159078598022
sp|P31946|1433B_HUMAN,23-9-17,0.7763274312019348
sp|P31946|1433B_HUMAN,22-7-20,0.7761020660400391
sp|P31946|1433B_HUMAN,21-9-21,0.7758539319038391
sp|P31946|1433B_HUMAN,18-6-0,0.7756001353263855
sp|P31946|1433B_HUMAN,20-8-13,0.7743581533432007
sp|P31946|1433B_HUMAN,20-7-19,0.7731825709342957
sp|P31946|1433B_HUMAN,0-10-1,0.7731038928031921
sp|P31946|1433B_HUMAN,15-6-0,0.7730445861816406
sp|P31946|1433B_HUMAN,0-5-1,0.7728067636489868
sp|P31946|1433B_HUMAN,0-22-0,0.7726287841796875
sp|P31946|1433B_HUMAN,23-7-17,0.7724416851997375
sp|P31946|1433B_HUMAN,20-7-14,0.7720277309417725
sp|P31946|1433B_HUMAN,21-8-13,0.7720149755477905
sp|P31946|1433B_HUMAN,22-10-14,0.7719051241874695
sp|P31946|1433B_HUMAN,18-11-18,0.7717498540878296
sp|P31946|1433B_HUMAN,3-9-0,0.7711762189865112
sp|P31946|1433B_HUMAN,21-10-13,0.770470380783081
sp|P31946|1433B_HUMAN,0-6-19,0.7696797847747803
sp|P31946|1433B_HUMAN,19-6-0,0.7681674361228943
sp|P31946|1433B_HUMAN,4-1-1,0.767603874206543
sp|P31946|1433B_HUMAN,0-8-22,0.7659461498260498
sp|P31946|1433B_HUMAN,0-15-2,0.7659080624580383
sp|P31946|1433B_HUMAN,23-9-16,0.7657498717308044
sp|P31946|1433B_HUMAN,18-8-14,0.7657185792922974
sp|P31946|1433B_HUMAN,4-12-0,0.7653611302375793
sp|P31946|1433B_HUMAN,0-13-2,0.7652527689933777
sp|P31946|1433B_HUMAN,14-7-0,0.7650508284568787
sp|P31946|1433B_HUMAN,21-7-20,0.7634884119033813
sp|P31946|1433B_HUMAN,0-14-2,0.7624977827072144
sp|P31946|1433B_HUMAN,23-7-18,0.7623002529144287
sp|P31946|1433B_HUMAN,19-7-18,0.7616115808486938
sp|P31946|1433B_HUMAN,3-6-0,0.7613112926483154
sp|P31946|1433B_HUMAN,18-10-13,0.7609344720840454
sp|P31946|1433B_HUMAN,1-11-1,0.759678065776825
sp|P31946|1433B_HUMAN,22-7-14,0.7590832710266113
sp|P31946|1433B_HUMAN,0-3-2,0.7588174343109131
sp|P31946|1433B_HUMAN,19-11-19,0.7585690021514893
sp|P31946|1433B_HUMAN,17-10-14,0.7583340406417847
sp|P31946|1433B_HUMAN,0-12-2,0.7581759095191956
sp|P31946|1433B_HUMAN,21-8-21,0.7579247951507568
sp|P31946|1433B_HUMAN,20-12-17,0.7572140097618103
sp|P31946|1433B_HUMAN,19-7-0,0.756907045841217
sp|P31946|1433B_HUMAN,4-11-0,0.7568442225456238
sp|P31946|1433B_HUMAN,20-12-16,0.7565959692001343
sp|P31946|1433B_HUMAN,0-19-1,0.7549965977668762
sp|P31946|1433B_HUMAN,0-16-2,0.7549797296524048
sp|P31946|1433B_HUMAN,23-9-18,0.7544906735420227
sp|P31946|1433B_HUMAN,17-11-16,0.754331648349762
sp|P31946|1433B_HUMAN,17-8-16,0.7542417049407959
sp|P31946|1433B_HUMAN,14-6-0,0.7542407512664795
sp|P31946|1433B_HUMAN,20-6-0,0.7529272437095642
sp|P31946|1433B_HUMAN,4-13-0,0.7528731822967529
sp|P31946|1433B_HUMAN,22-11-17,0.7527179718017578
sp|P31946|1433B_HUMAN,23-7-16,0.7525907158851624
sp|P31946|1433B_HUMAN,23-8-15,0.752506673336029
sp|P31946|1433B_HUMAN,6-3-0,0.7514994740486145
sp|P31946|1433B_HUMAN,0-7-19,0.7502203583717346
sp|P31946|1433B_HUMAN,19-12-16,0.7500408291816711
sp|P31946|1433B_HUMAN,19-9-20,0.7500047087669373
sp|P31946|1433B_HUMAN,0-7-24,0.7498129606246948
sp|P31946|1433B_HUMAN,18-9-19,0.7479251623153687
sp|P31946|1433B_HUMAN,3-8-0,0.7458031177520752
sp|P31946|1433B_HUMAN,18-10-19,0.7455956339836121
sp|P31946|1433B_HUMAN,0-5-24,0.7451832890510559
sp|P31946|1433B_HUMAN,0-8-20,0.7448449730873108
sp|P31946|1433B_HUMAN,16-8-0,0.7448196411132812
sp|P31946|1433B_HUMAN,15-8-0,0.7446836829185486
sp|P31946|1433B_HUMAN,3-0-2,0.7446337938308716
sp|P31946|1433B_HUMAN,23-8-19,0.7441824674606323
sp|P31946|1433B_HUMAN,1-17-1,0.7437452673912048
sp|P31946|1433B_HUMAN,3-7-0,0.7436426877975464
sp|P31946|1433B_HUMAN,3-16-0,0.7436161041259766
sp|P31946|1433B_HUMAN,0-23-0,0.743404746055603
sp|P31946|1433B_HUMAN,17-8-0,0.7432032823562622
sp|P31946|1433B_HUMAN,13-7-0,0.7422848343849182
sp|P31946|1433B_HUMAN,22-6-17,0.7416040897369385
sp|P31946|1433B_HUMAN,2-14-1,0.7415503859519958
sp|P31946|1433B_HUMAN,19-11-13,0.7410540580749512
sp|P31946|1433B_HUMAN,19-10-20,0.7402148246765137
sp|P31946|1433B_HUMAN,17-9-14,0.7392070889472961
sp|P31946|1433B_HUMAN,0-0-4,0.7386256456375122
sp|P31946|1433B_HUMAN,20-7-0,0.7385544776916504
sp|P31946|1433B_HUMAN,6-2-0,0.7376453876495361
sp|P31946|1433B_HUMAN,5-4-0,0.7369574904441833
sp|P31946|1433B_HUMAN,19-12-17,0.736714243888855
sp|P31946|1433B_HUMAN,22-6-18,0.7361128926277161
sp|P31946|1433B_HUMAN,0-9-1,0.7357875108718872
sp|P31946|1433B_HUMAN,14-8-0,0.7352932095527649
sp|P31946|1433B_HUMAN,20-11-13,0.735258936882019
sp|P31946|1433B_HUMAN,22-11-16,0.7352237701416016
sp|P31946|1433B_HUMAN,2-18-0,0.7351992726325989
sp|P31946|1433B_HUMAN,22-10-20,0.7348824143409729
sp|P31946|1433B_HUMAN,21-6-17,0.7348225116729736
sp|P31946|1433B_HUMAN,6-1-0,0.7343783974647522
sp|P31946|1433B_HUMAN,17-11-15,0.7330312728881836
sp|P31946|1433B_HUMAN,0-6-1,0.7329069972038269
sp|P31946|1433B_HUMAN,18-8-0,0.732433021068573
sp|P31946|1433B_HUMAN,22-8-21,0.7318427562713623
sp|P31946|1433B_HUMAN,18-9-13,0.7316542863845825
sp|P31946|1433B_HUMAN,2-13-1,0.7313949465751648
sp|P31946|1433B_HUMAN,1-5-1,0.7313066124916077
sp|P31946|1433B_HUMAN,0-17-2,0.73115074634552
sp|P31946|1433B_HUMAN,16-5-0,0.7310565710067749
sp|P31946|1433B_HUMAN,1-20-0,0.730678379535675
sp|P31946|1433B_HUMAN,4-14-0,0.7302460074424744
sp|P31946|1433B_HUMAN,17-5-0,0.7302267551422119
sp|P31946|1433B_HUMAN,17-8-17,0.7302067875862122
sp|P31946|1433B_HUMAN,13-6-0,0.7301537990570068
sp|P31946|1433B_HUMAN,17-10-18,0.7298868298530579
sp|P31946|1433B_HUMAN,17-9-18,0.7297651767730713
sp|P31946|1433B_HUMAN,12-7-0,0.7293469905853271
sp|P31946|1433B_HUMAN,4-10-0,0.7265746593475342
sp|P31946|1433B_HUMAN,18-7-16,0.7263247966766357
sp|P31946|1433B_HUMAN,22-11-18,0.7262401580810547
sp|P31946|1433B_HUMAN,20-9-21,0.7260292172431946
sp|P31946|1433B_HUMAN,17-11-17,0.7255287170410156
sp|P31946|1433B_HUMAN,19-5-0,0.7254443764686584
sp|P31946|1433B_HUMAN,18-5-0,0.7251971960067749
sp|P31946|1433B_HUMAN,0-5-19,0.7249905467033386
sp|P31946|1433B_HUMAN,20-5-0,0.7245837450027466
sp|P31946|1433B_HUMAN,23-10-1,0.7240931391716003
sp|P31946|1433B_HUMAN,0-11-2,0.7240535616874695
sp|P31946|1433B_HUMAN,17-8-15,0.7240355014801025
sp|P31946|1433B_HUMAN,13-8-0,0.7236098647117615
sp|P31946|1433B_HUMAN,22-10-1,0.7235120534896851
sp|P31946|1433B_HUMAN,1-10-1,0.7230300903320312
sp|P31946|1433B_HUMAN,12-6-0,0.7229011058807373
sp|P31946|1433B_HUMAN,6-0-0,0.7227709293365479
sp|P31946|1433B_HUMAN,4-5-0,0.7222738265991211
sp|P31946|1433B_HUMAN,0-4-21,0.7220003008842468
sp|P31946|1433B_HUMAN,0-20-1,0.721932590007782
sp|P31946|1433B_HUMAN,23-7-19,0.7218486070632935
sp|P31946|1433B_HUMAN,15-5-0,0.7214766144752502
sp|P31946|1433B_HUMAN,20-7-1,0.7206977605819702
sp|P31946|1433B_HUMAN,19-12-15,0.7192603945732117
sp|P31946|1433B_HUMAN,21-6-16,0.7186229825019836
sp|P31946|1433B_HUMAN,2-15-1,0.7175451517105103
sp|P31946|1433B_HUMAN,20-12-15,0.7161608934402466
sp|P31946|1433B_HUMAN,19-8-0,0.7158414721488953
sp|P31946|1433B_HUMAN,11-7-0,0.7152917385101318
sp|P31946|1433B_HUMAN,0-4-20,0.7146682143211365
sp|P31946|1433B_HUMAN,22-9-1,0.7140303254127502
sp|P31946|1433B_HUMAN,0-8-1,0.7126919627189636
sp|P31946|1433B_HUMAN,18-7-17,0.7123090624809265
sp|P31946|1433B_HUMAN,19-8-13,0.7121859788894653
sp|P31946|1433B_HUMAN,11-6-0,0.7121293544769287
sp|P31946|1433B_HUMAN,2-4-1,0.7115955352783203
sp|P31946|1433B_HUMAN,20-8-1,0.7113216519355774
sp|P31946|1433B_HUMAN,12-8-0,0.7107176780700684
